,speeches,degree,indegree,weighted_indegree,outdegree,weighted_outdegree,betweenness,betweenness_weighted,pagerank,pagerank_weighted,request_value,gender,year
faust,99,16.0,7.0,16.0,9.0,31.0,0.33492063492063495,0.2088888888888889,0.19512109037381606,0.19512109037381606,2.8181818181818183,MALE,1816
kunigunde,39,11.0,4.0,7.0,7.0,10.0,0.09523809523809525,0.20396825396825397,0.05706171390276413,0.05706171390276413,1.7948717948717947,FEMALE,1816
roeschen,48,9.0,3.0,6.0,6.0,9.0,0.029365079365079365,0.03515873015873016,0.06416959620727619,0.06416959620727619,1.125,FEMALE,1816
gulf,11,4.0,2.0,3.0,2.0,4.0,0.0,0.0015873015873015873,0.03133463348339513,0.03133463348339513,0.7272727272727273,MALE,1816
hugo,41,7.0,3.0,4.0,4.0,6.0,0.08968253968253968,0.18404761904761907,0.04595679659771491,0.04595679659771491,0.5853658536585366,MALE,1816
franz,35,8.0,4.0,9.0,4.0,5.0,0.10238095238095239,0.12571428571428572,0.08278054129066176,0.08278054129066176,0.5714285714285714,MALE,1816
wohlhaldt,34,7.0,4.0,8.0,3.0,4.0,0.08333333333333334,0.1426984126984127,0.11485376370849285,0.11485376370849285,0.3529411764705882,MALE,1816
kaylinger,12,4.0,2.0,3.0,2.0,2.0,0.04920634920634921,0.08174603174603175,0.030673741089378117,0.030673741089378117,0.3333333333333333,MALE,1816
hugos_begleiter,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.015123388503153996,0.015123388503153996,0.3333333333333333,,1816
moor,4,2.0,1.0,1.0,1.0,1.0,0.0380952380952381,0.050793650793650794,0.028159889911545898,0.028159889911545898,0.25,MALE,1816
mephistopheles,62,7.0,4.0,10.0,3.0,5.0,0.11587301587301588,0.12095238095238095,0.11292192874049478,0.11292192874049478,0.24193548387096775,MALE,1816
sycorax,7,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.034320634220029025,0.034320634220029025,0.14285714285714285,FEMALE,1816
wagner,16,4.0,3.0,7.0,1.0,2.0,0.01904761904761905,0.014285714285714287,0.07931601186953324,0.07931601186953324,0.125,MALE,1816
chor,31,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.06659857761459335,0.06659857761459335,0.0,,1816
knappe,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02163397448459823,0.02163397448459823,0.0,MALE,1816
hochzeitsgaeste,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.019973718002552442,0.019973718002552442,0.0,,1816
