,speeches,degree,indegree,weighted_indegree,outdegree,weighted_outdegree,betweenness,betweenness_weighted,pagerank,pagerank_weighted,request_value,gender,year
baroninn,250,23,10,38,13,87,0.38897243107769414,0.21271929824561403,0.14064507797022988,0.14064507797022988,4.524,FEMALE,1813
waldberg,252,15,7,69,8,76,0.0919548872180451,0.12763157894736843,0.18276692389326402,0.18276692389326402,2.4126984126984126,MALE,1813
gruenau,133,13,7,36,6,36,0.06781954887218045,0.33377192982456144,0.08518565379368144,0.08518565379368144,1.6240601503759398,MALE,1813
bluemlein,135,14,8,38,6,27,0.1985964912280702,0.22785087719298244,0.09942668133720943,0.09942668133720943,1.2000000000000002,MALE,1813
marie,106,9,3,29,6,17,0.049561403508771924,0.04473684210526316,0.07393978092247327,0.07393978092247327,0.9622641509433962,FEMALE,1813
nina,131,10,6,30,4,29,0.07429824561403507,0.06973684210526315,0.08633162383657733,0.08633162383657733,0.8854961832061069,FEMALE,1813
frau_von_lichtberg,27,7,3,3,4,4,0.04101503759398496,0.14100877192982456,0.018302135275788826,0.018302135275788826,0.5925925925925926,FEMALE,1813
baroninn_duerrer,27,4,1,3,3,5,0.017105263157894738,0.006578947368421052,0.024091968473789117,0.024091968473789117,0.5555555555555556,FEMALE,1813
raethinn_sommer,15,6,4,5,2,4,0.06734962406015037,0.0706140350877193,0.02564967166394965,0.02564967166394965,0.5333333333333333,FEMALE,1813
fraeulein_impfen,37,7,4,4,3,5,0.04149122807017544,0.131359649122807,0.018815013226252675,0.018815013226252675,0.40540540540540543,FEMALE,1813
fraeulein_grinzberg,10,2,0,0,2,2,0.0,0.0,0.007740267918375956,0.007740267918375956,0.4,FEMALE,1813
wolf,63,6,3,22,3,8,0.0010338345864661653,0.11710526315789474,0.045631893879121574,0.045631893879121574,0.38095238095238093,MALE,1813
emy,80,8,4,12,4,7,0.0010526315789473684,0.025657894736842105,0.03251773937507483,0.03251773937507483,0.35,FEMALE,1813
herr_von_dorn,18,5,3,3,2,3,0.03129699248120301,0.0449561403508772,0.026145979894362487,0.026145979894362487,0.3333333333333333,MALE,1813
bedienter,5,2,1,2,1,1,0.0,0.0,0.010488468102933367,0.010488468102933367,0.2,MALE,1813
alle_alles_3-1_bis_3-4,20,4,2,4,2,2,0.008646616541353383,0.01600877192982456,0.016885566801281428,0.016885566801281428,0.2,,1813
herr_von_hacken,5,1,0,0,1,1,0.0,0.0,0.007740267918375956,0.007740267918375956,0.2,MALE,1813
gertraude,17,3,2,4,1,3,0.0,0.039473684210526314,0.02087565779897877,0.02087565779897877,0.17647058823529413,FEMALE,1813
frau_von_dorn,26,5,3,4,2,2,0.05927944862155388,0.11249999999999998,0.03233416763419395,0.03233416763419395,0.15384615384615385,FEMALE,1813
babette,41,2,1,16,1,5,0.0,0.0,0.029725869394835257,0.029725869394835257,0.12195121951219512,FEMALE,1813
herr_von_traufbach,7,2,2,2,0,0,0.0,0.0,0.014759590889250697,0.014759590889250697,0.0,MALE,1813
