,speeches,degree,indegree,outdegree,weighted_outdegree,betweenness,betweenness_weighted,pagerank,pagerank_weighted,request_value,gender,year
lisette,50,8,4,4,25,0.125,0.041666666666666664,0.28363244730578835,0.28363244730578835,2.0,FEMALE,1747
leander,39,6,2,4,14,0.125,0.41666666666666663,0.17951081151577802,0.17951081151577802,1.435897435897436,MALE,1747
damon,52,7,4,3,20,0.41666666666666663,0.375,0.29003128145374524,0.29003128145374524,1.153846153846154,MALE,1747
die_witwe,23,4,2,2,7,0.0,0.16666666666666666,0.1566213989540315,0.1566213989540315,0.6086956521739131,FEMALE,1747
oronte,18,3,2,1,3,0.0,0.0,0.0902040607706571,0.0902040607706571,0.16666666666666666,MALE,1747
