,speeches,degree,indegree,outdegree,weighted_outdegree,betweenness,betweenness_weighted,pagerank,pagerank_weighted,request_value,gender,year
roesgen,53,4,2,2,19,0.0,0.0,0.3054733650729011,0.3054733650729011,0.7169811320754716,FEMALE,1783
guerge,72,4,2,2,21,0.0,0.0,0.36942815982072735,0.36942815982072735,0.5833333333333334,MALE,1783
schnapps,66,4,2,2,16,0.0,0.0,0.3250984751063708,0.3250984751063708,0.48484848484848486,MALE,1783
