,speeches,degree,indegree,weighted_indegree,outdegree,weighted_outdegree,betweenness,betweenness_weighted,pagerank,pagerank_weighted,request_value,gender,year
koenig,143,23.0,11.0,27.0,12.0,66.0,0.3887045570916538,0.2869175627240143,0.12407119271891771,0.12407119271891771,5.538461538461538,MALE,1897
anthusa,48,13.0,6.0,14.0,7.0,20.0,0.17050435227854585,0.11442652329749105,0.045239086192982655,0.045239086192982655,2.916666666666667,FEMALE,1897
tattabaucis,22,8.0,3.0,6.0,5.0,9.0,0.07751152073732719,0.04516129032258064,0.024718217192657148,0.024718217192657148,2.0454545454545454,FEMALE,1897
hans_engerling_hans_von_maikerf,71,16.0,9.0,25.0,7.0,17.0,0.21136200716845877,0.22060931899641575,0.09421488161847984,0.09421488161847984,1.676056338028169,MALE,1897
andrakia,12,8.0,4.0,6.0,4.0,5.0,0.1067127496159754,0.20071684587813618,0.02317951227714979,0.02317951227714979,1.6666666666666667,FEMALE,1897
der_rote_sepp,47,8.0,3.0,13.0,5.0,15.0,0.017104454685099846,0.04014336917562723,0.042170328303739124,0.042170328303739124,1.5957446808510638,MALE,1897
myrrha,6,6.0,3.0,3.0,3.0,3.0,0.04683563748079876,0.16648745519713262,0.015280126321856874,0.015280126321856874,1.5,FEMALE,1897
artemisia,34,7.0,3.0,7.0,4.0,11.0,0.10563492063492065,0.08924731182795699,0.023965649125666517,0.023965649125666517,1.2941176470588236,FEMALE,1897
stimme_aus_dem_haufen,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.005363536740828061,0.005363536740828061,1.0,UNKNOWN,1897
lainilla,9,5.0,2.0,2.0,3.0,3.0,0.003046594982078853,0.03163082437275985,0.009620619288451706,0.009620619288451706,1.0,FEMALE,1897
hinterstoisser,20,10.0,6.0,11.0,4.0,5.0,0.038302611367127495,0.15474910394265232,0.0438425964623453,0.0438425964623453,1.0,MALE,1897
ploetzliche_stimme_aus_dem_hintergrund,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.005363536740828061,0.005363536740828061,1.0,UNKNOWN,1897
dummerchen,37,7.0,3.0,15.0,4.0,9.0,0.07032514080901178,0.07455197132616488,0.05005731152281763,0.05005731152281763,0.972972972972973,MALE,1897
sylvan,28,6.0,3.0,8.0,3.0,9.0,0.060573476702508955,0.0582437275985663,0.03940835714708085,0.03940835714708085,0.9642857142857144,MALE,1897
erster_buerger,29,5.0,2.0,7.0,3.0,9.0,0.0,0.011021505376344085,0.034894389575463265,0.034894389575463265,0.9310344827586208,MALE,1897
zweiter_buerger,30,7.0,4.0,10.0,3.0,9.0,0.012831541218637993,0.02625448028673835,0.04380010783000017,0.04380010783000017,0.8999999999999999,MALE,1897
reps,24,5.0,2.0,3.0,3.0,7.0,0.013422939068100359,0.07141577060931899,0.015710699975816353,0.015710699975816353,0.875,MALE,1897
kleps,23,6.0,2.0,6.0,4.0,5.0,0.0384511008704557,0.04086021505376344,0.01884279236430572,0.01884279236430572,0.8695652173913043,MALE,1897
dritter_bruder,17,5.0,3.0,3.0,2.0,6.0,0.005017921146953404,0.07939068100358423,0.020325800967742794,0.020325800967742794,0.7058823529411765,MALE,1897
phyllis,18,7.0,4.0,7.0,3.0,4.0,0.024285714285714282,0.07078853046594981,0.020434016400495587,0.020434016400495587,0.6666666666666666,FEMALE,1897
zweiter_bruder,17,3.0,1.0,3.0,2.0,3.0,0.0,0.0,0.01949567859125351,0.01949567859125351,0.35294117647058826,MALE,1897
kanzler,12,4.0,2.0,3.0,2.0,2.0,0.018755760368663593,0.05931899641577061,0.012499947230067494,0.012499947230067494,0.3333333333333333,MALE,1897
hofprediger,20,5.0,3.0,11.0,2.0,3.0,0.0065156169994879665,0.014874551971326163,0.02486033518286174,0.02486033518286174,0.3,MALE,1897
hubeland,21,5.0,3.0,18.0,2.0,3.0,0.004603174603174604,0.006093189964157706,0.041564827277004196,0.041564827277004196,0.2857142857142857,MALE,1897
kakodromida,12,2.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0239752289405438,0.0239752289405438,0.25,FEMALE,1897
von_der_kron,36,5.0,3.0,11.0,2.0,4.0,0.04111111111111111,0.03467741935483871,0.0698482535486473,0.0698482535486473,0.2222222222222222,MALE,1897
doris,6,3.0,2.0,4.0,1.0,1.0,0.0018279569892473118,0.01881720430107527,0.055198496422674714,0.055198496422674714,0.16666666666666666,FEMALE,1897
von_zangen,9,4.0,3.0,3.0,1.0,1.0,0.026881720430107527,0.05367383512544804,0.019317454927511163,0.019317454927511163,0.1111111111111111,MALE,1897
phrixa,9,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.007286190424508293,0.007286190424508293,0.1111111111111111,FEMALE,1897
ein_herold,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.008566830101129613,0.008566830101129613,0.0,MALE,1897
andre_stimme,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.009922544857917723,0.009922544857917723,0.0,UNKNOWN,1897
kultusminister,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.006961453728255181,0.006961453728255181,0.0,MALE,1897
