,speeches,degree,indegree,weighted_indegree,outdegree,weighted_outdegree,betweenness,betweenness_weighted,pagerank,pagerank_weighted,request_value,gender,year
der_geheimderath,368,18.0,8.0,46.0,10.0,95.0,0.32739898989898986,0.3484848484848485,0.15367197384361886,0.15367197384361886,2.5815217391304346,MALE,1797
tobias,322,12.0,6.0,54.0,6.0,78.0,0.06035353535353534,0.1313131313131313,0.13884423804242135,0.13884423804242135,1.453416149068323,MALE,1797
lieutnant_wayse,103,5.0,2.0,13.0,3.0,38.0,0.007575757575757576,0.0,0.08636213781728844,0.08636213781728844,1.1067961165048543,MALE,1797
therese,266,10.0,5.0,62.0,5.0,57.0,0.01767676767676768,0.022727272727272728,0.14987660954432325,0.14987660954432325,1.0714285714285714,FEMALE,1797
der_obriste,303,12.0,6.0,48.0,6.0,49.0,0.13535353535353536,0.3131313131313131,0.10652543728745952,0.10652543728745952,0.9702970297029703,MALE,1797
ulrike,144,10.0,4.0,32.0,6.0,17.0,0.07626262626262627,0.19444444444444442,0.06167936607279431,0.06167936607279431,0.7083333333333333,FEMALE,1797
fabian,122,8.0,4.0,57.0,4.0,9.0,0.06540404040404041,0.06818181818181818,0.1453315576652564,0.1453315576652564,0.29508196721311475,MALE,1797
patzig,40,5.0,3.0,17.0,2.0,4.0,0.006944444444444443,0.19696969696969696,0.04463320861336502,0.04463320861336502,0.2,MALE,1797
walther,31,5.0,3.0,12.0,2.0,3.0,0.0,0.13888888888888892,0.03830234220055578,0.03830234220055578,0.1935483870967742,MALE,1797
bornmann,20,2.0,1.0,7.0,1.0,1.0,0.0,0.0,0.024453410177290906,0.024453410177290906,0.05,MALE,1797
bedienter_franz,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.017912573841102834,0.017912573841102834,0.0,MALE,1797
zwey_bediente_thuer_rechter_hand,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.016203572447261713,0.016203572447261713,0.0,,1797
zwey_bediente_thuer_linker_hand,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.016203572447261713,0.016203572447261713,0.0,,1797
