,speeches,degree,indegree,weighted_indegree,outdegree,weighted_outdegree,betweenness,betweenness_weighted,pagerank,pagerank_weighted,request_value,gender,year
frau_generalin,40,4,2,7,2,13,0.0,0.0,0.24023711145411364,0.24023711145411364,0.65,FEMALE,1909
nadja_bielew,73,6,3,16,3,14,0.6666666666666666,0.75,0.3763171493404527,0.3763171493404527,0.5753424657534246,FEMALE,1909
doktor_lenoir,33,2,1,5,1,9,0.0,0.0,0.15173939316004315,0.15173939316004315,0.2727272727272727,MALE,1909
die_schwester,27,4,2,11,2,3,0.0,0.3333333333333333,0.23170634604539034,0.23170634604539034,0.2222222222222222,FEMALE,1909
