,speeches,degree,indegree,weighted_indegree,outdegree,weighted_outdegree,betweenness,betweenness_weighted,pagerank,pagerank_weighted,request_value,gender,year
graf,87,6,3,15,3,44,0.6666666666666666,0.6666666666666666,0.3787815503733333,0.3787815503733333,1.517241379310345,MALE,1817
karoline,79,4,2,18,2,24,0.0,0.0,0.22818833848207837,0.22818833848207837,0.6075949367088608,FEMALE,1817
baron,55,4,2,23,2,5,0.0,0.3333333333333333,0.21649952240322015,0.21649952240322015,0.18181818181818182,MALE,1817
hans,29,2,1,19,1,2,0.0,0.0,0.1765305887413684,0.1765305887413684,0.06896551724137931,MALE,1817
