,speeches,degree,indegree,weighted_indegree,outdegree,weighted_outdegree,betweenness,betweenness_weighted,pagerank,pagerank_weighted,request_value,gender,year
valerie,262,17.0,8.0,62.0,9.0,84.0,0.12611111111111112,0.04484126984126984,0.1457688949576083,0.1457688949576083,2.8854961832061066,FEMALE,1931
zauberkoenig,148,15.0,7.0,30.0,8.0,39.0,0.10964285714285714,0.12460317460317462,0.0692852099188562,0.0692852099188562,2.108108108108108,MALE,1931
marianne,197,20.0,10.0,56.0,10.0,34.0,0.3620238095238095,0.5313492063492063,0.1210441794023332,0.1210441794023332,1.7258883248730963,FEMALE,1931
alfred,265,13.0,7.0,70.0,6.0,63.0,0.14349206349206353,0.002380952380952381,0.1494413240344646,0.1494413240344646,1.4264150943396228,MALE,1931
baronin,13,5.0,2.0,5.0,3.0,6.0,0.005515873015873017,0.0,0.023534665706042807,0.023534665706042807,1.3846153846153846,FEMALE,1931
helene,9,5.0,2.0,2.0,3.0,4.0,0.05869047619047618,0.255952380952381,0.013834317682874006,0.013834317682874006,1.3333333333333333,FEMALE,1931
rittmeister,87,11.0,5.0,24.0,6.0,18.0,0.06198412698412698,0.24365079365079367,0.05643006887466427,0.05643006887466427,1.2413793103448276,MALE,1931
die_mutter,54,6.0,3.0,16.0,3.0,18.0,0.003968253968253968,0.04166666666666667,0.045181342479173964,0.045181342479173964,1.0,FEMALE,1931
der_mister,38,8.0,4.0,8.0,4.0,9.0,0.04801587301587301,0.11587301587301588,0.02364177839209275,0.02364177839209275,0.9473684210526315,MALE,1931
erich,72,9.0,5.0,24.0,4.0,17.0,0.017857142857142856,0.06071428571428572,0.05483527386018441,0.05483527386018441,0.9444444444444444,MALE,1931
die_grossmutter,68,7.0,4.0,22.0,3.0,20.0,0.007936507936507936,0.0,0.05552000428194742,0.05552000428194742,0.8823529411764706,FEMALE,1931
beichtvater,15,1.0,0.0,0.0,1.0,13.0,0.0,0.0,0.008095845981765042,0.008095845981765042,0.8666666666666667,MALE,1931
eine_gnaedige_frau,7,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.008095845981765042,0.008095845981765042,0.8571428571428571,FEMALE,1931
oskar,86,11.0,6.0,21.0,5.0,14.0,0.1515873015873016,0.12380952380952381,0.07134057038192752,0.07134057038192752,0.8139534883720931,MALE,1931
der_hierlinger_ferdinand,36,7.0,4.0,9.0,3.0,9.0,0.01984126984126984,0.17579365079365084,0.028717799778879633,0.028717799778879633,0.75,MALE,1931
der_conferencier,13,3.0,1.0,1.0,2.0,4.0,0.0,0.03412698412698413,0.010328658473734598,0.010328658473734598,0.6153846153846154,MALE,1931
zweite_tante,7,4.0,2.0,3.0,2.0,2.0,0.0,0.005952380952380953,0.015054345063850689,0.015054345063850689,0.5714285714285714,FEMALE,1931
havlitschek,26,5.0,3.0,7.0,2.0,4.0,0.08333333333333334,0.08333333333333334,0.04118159360402343,0.04118159360402343,0.3076923076923077,MALE,1931
emma,13,2.0,1.0,2.0,1.0,4.0,0.0,0.0,0.02559972357828813,0.02559972357828813,0.3076923076923077,FEMALE,1931
ida,4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.01242708423773468,0.01242708423773468,0.0,FEMALE,1931
erste_tante,8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.009605886117365008,0.009605886117365008,0.0,FEMALE,1931
der_dienstbot,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.011035587210423959,0.011035587210423959,0.0,MALE,1931
