,speeches,degree,indegree,weighted_indegree,outdegree,weighted_outdegree,betweenness,betweenness_weighted,pagerank,pagerank_weighted,request_value,gender,year
frau_sylvesterinn,348,24,10,86,14,104,0.4435897435897436,0.35347985347985356,0.24915739467640902,0.24915739467640902,4.183908045977012,FEMALE,1743
sylvester,80,11,5,23,6,29,0.01684981684981685,0.10531135531135533,0.0750629798462118,0.0750629798462118,2.175,MALE,1743
fortunat,194,16,8,62,8,49,0.098992673992674,0.15934065934065936,0.17377265671723047,0.17377265671723047,2.020618556701031,MALE,1743
strom,74,7,3,20,4,31,0.009615384615384616,0.049450549450549455,0.06112842557267854,0.06112842557267854,1.6756756756756757,MALE,1743
cathrine,58,8,4,11,4,16,0.009798534798534798,0.008241758241758242,0.04769107807014583,0.04769107807014583,1.103448275862069,FEMALE,1743
lieschen,73,10,5,19,5,16,0.02783882783882784,0.13186813186813187,0.10361339538932063,0.10361339538932063,1.095890410958904,FEMALE,1743
fiekchen,66,9,3,21,6,12,0.016483516483516484,0.041208791208791215,0.05743986579049864,0.05743986579049864,1.0909090909090908,FEMALE,1743
renner,25,9,4,9,5,5,0.005494505494505495,0.3067765567765568,0.03140923129035947,0.03140923129035947,1.0,MALE,1743
lackey,2,2,1,1,1,1,0.0,0.0,0.015057203331763788,0.015057203331763788,0.5,MALE,1743
friedrich,40,6,3,9,3,5,0.0,0.09523809523809526,0.03723297011243366,0.03723297011243366,0.375,MALE,1743
sorger,32,3,2,5,1,10,0.0,0.0,0.022842404333976038,0.022842404333976038,0.3125,MALE,1743
richardinn,55,8,6,14,2,7,0.003205128205128205,0.010073260073260074,0.07228337538476567,0.07228337538476567,0.2545454545454545,FEMALE,1743
goldschmidtsjunge,3,2,2,2,0,0,0.0,0.0,0.019125908076221446,0.019125908076221446,0.0,MALE,1743
tabletkraemer,4,2,2,2,0,0,0.0,0.0,0.019125908076221446,0.019125908076221446,0.0,MALE,1743
materialistenjunge,2,1,1,1,0,0,0.0,0.0,0.015057203331763788,0.015057203331763788,0.0,MALE,1743
