,speeches,degree,indegree,weighted_indegree,outdegree,weighted_outdegree,betweenness,betweenness_weighted,pagerank,pagerank_weighted,request_value,gender,year
claudia,73,12,5,24,7,34,0.04671717171717171,0.1553030303030303,0.06363712158877355,0.06363712158877355,3.2602739726027394,FEMALE,1772
der_prinz,156,12,5,31,7,67,0.2897727272727273,0.3560606060606061,0.11178440836343924,0.11178440836343924,3.0064102564102564,MALE,1772
odoardo,108,11,5,33,6,47,0.06881313131313131,0.15151515151515152,0.08029293388072331,0.08029293388072331,2.611111111111111,MALE,1772
marinelli,221,16,8,113,8,70,0.3150252525252525,0.20075757575757577,0.22322818061093977,0.22322818061093977,2.5339366515837103,MALE,1772
emilia,64,12,6,19,6,24,0.046085858585858584,0.19696969696969696,0.05039001594692101,0.05039001594692101,2.25,FEMALE,1772
appiani,48,7,3,16,4,18,0.004419191919191919,0.015151515151515152,0.04768156243944829,0.04768156243944829,1.5,MALE,1772
orsina,64,4,2,29,2,31,0.0,0.0,0.07983052400479203,0.07983052400479203,0.96875,FEMALE,1772
battista,11,7,4,5,3,3,0.003787878787878788,0.24621212121212122,0.023096726042336535,0.023096726042336535,0.8181818181818181,MALE,1772
angelo,28,4,2,13,2,10,0.08522727272727273,0.08333333333333334,0.13238380271742994,0.13238380271742994,0.7142857142857143,MALE,1772
pirro,25,5,4,14,1,8,0.011363636363636364,0.01893939393939394,0.12356088902919905,0.12356088902919905,0.32,MALE,1772
conti,24,2,1,11,1,1,0.0,0.0,0.029407562981970607,0.029407562981970607,0.041666666666666664,MALE,1772
der_kammerdiener,6,1,1,4,0,0,0.0,0.0,0.01948038798259407,0.01948038798259407,0.0,MALE,1772
camillo_rota,6,1,1,1,0,0,0.0,0.0,0.015225884411432697,0.015225884411432697,0.0,MALE,1772
